girl1_chair070.jpg,chair,161.93193,91.50034,-113.45271,161.39712,86.31226,-106.83022,161.58342,86.05865,-106.83124,161.83716,85.83777,-106.85568,159.10226,86.36044,-119.08822,157.59636,86.18156,-119.11553,156.06871,86.11513,-119.14272,157.03611,86.93394,-64.77685,148.87413,88.34847,-120.80839,160.86976,95.24573,-95.83493,158.29153,95.34397,-112.23329,157.59655,103.94767,-19.10726,138.50173,109.02398,-145.78154,169.60765,73.89712,9.666,143.38929,76.77874,-230.20803,177.2261,44.05704,-9.62485,146.66089,38.09338,-283.70084,180.00335,36.80623,-14.99636,144.77694,30.12192,-305.21064,178.64642,35.76866,-21.54197,145.78519,29.07379,-299.59143,176.71151,37.92341,-14.47589,147.25793,31.52063,-283.5142,153.18743,173.53588,46.04,138.78282,178.79224,-46.07465,170.0007,217.51285,79.6104,166.4931,223.76402,-42.35182,155.91772,254.25843,146.50826,151.04785,256.93173,29.42741,148.58037,260.17615,151.52425,145.37344,263.04284,35.51275,164.25312,266.42942,134.10185,161.96825,272.50385,2.8896
girl1_chair070_flipped.jpg,chair,139.86855,91.82668,-104.8398,143.78042,87.16641,-108.79897,145.48917,87.27382,-108.82498,147.27808,87.53153,-108.89609,140.76958,86.70773,-97.06196,140.32124,86.42972,-97.09206,139.88854,86.24564,-97.12652,152.4568,90.42132,-113.26351,142.2177,88.67707,-59.54304,143.50046,95.97778,-104.85377,139.89209,95.20409,-89.36488,160.15422,111.99807,-140.46495,141.87874,108.16935,-23.79404,157.29266,75.56418,-211.95701,132.19394,76.20915,-4.52973,157.44619,37.88172,-244.5917,124.84009,46.02109,-39.36003,158.1059,30.31806,-263.42835,121.5048,37.79304,-47.71274,156.18634,29.44625,-257.1851,123.50644,36.53556,-56.68167,155.33831,31.39281,-243.63688,125.66964,39.18404,-46.12528,158.91833,180.32994,-40.20585,145.02206,175.52047,40.16594,136.43315,226.14516,-19.64252,128.23251,217.18147,65.00074,152.80493,259.91403,42.85659,145.15787,237.60576,163.09898,158.38852,264.30675,48.08073,150.45469,237.26957,172.43419,138.36648,272.82157,21.53601,134.58295,257.23835,168.02629
girl1_chair075.jpg,chair,167.14772,99.7774,-93.39951,166.52445,95.02889,-87.08542,166.49821,94.65935,-87.08383,166.45875,94.30171,-87.10544,164.63419,95.12048,-99.46066,163.2907,94.8447,-99.47746,161.93406,94.6468,-99.50569,160.62829,94.93437,-48.72027,154.96765,95.99335,-105.03792,165.67776,102.87032,-77.28889,163.56894,103.41507,-93.76912,159.68789,110.78285,-4.21414,144.28782,115.19392,-131.93293,176.86057,85.72267,24.53125,150.10187,83.19062,-212.59264,183.38737,56.16961,5.17509,155.31324,46.83883,-260.67969,185.15201,46.30273,1.16814,154.24399,38.50491,-280.84191,183.69614,44.91758,-5.88589,155.47371,37.32705,-274.23221,182.04194,48.2839,0.51429,156.63071,40.14546,-259.79603,149.48249,180.36295,46.3298,139.91901,186.736,-46.3616,173.37853,218.26311,76.4323,175.50105,225.61677,-46.39813,156.80416,251.55269,129.52473,153.52621,260.26322,28.02911,149.56277,257.63444,133.62957,146.21243,266.85129,35.65139,168.46964,268.35528,129.69736,168.6437,275.69879,28.96146
girl1_chair075_flipped.jpg,chair,136.16109,100.781,-76.0123,139.12286,96.90815,-79.2677,140.43436,96.86092,-79.28875,141.84865,96.9308,-79.34351,136.96587,96.6665,-67.93635,136.72661,96.39841,-67.95741,136.5411,96.18203,-68.00793,146.77902,99.75919,-83.86366,139.15279,99.1509,-32.03241,139.79502,104.56661,-76.78802,136.73169,103.77791,-61.81508,158.4734,117.51657,-110.76811,138.44475,116.4152,-1.956,150.55677,83.20547,-178.31127,125.57879,88.92258,13.40498,145.72634,47.60851,-202.30966,117.63286,55.63734,-19.08176,144.58245,40.6888,-219.3469,114.3887,47.85087,-26.42285,143.4835,39.96606,-211.98937,116.08681,46.26599,-32.87303,142.30551,42.10669,-200.72946,118.06107,48.94383,-24.63156,161.84953,185.79918,-39.40105,145.65488,181.88438,39.43311,129.22026,225.47303,-88.51913,120.98306,220.45237,37.55507,147.88129,259.17274,-44.34467,137.37803,239.6194,120.32057,153.73505,264.72723,-41.07904,145.3385,236.36127,128.01884,133.34532,273.72544,-64.76517,132.31215,257.97881,127.25959
girl1_chair076.jpg,chair,168.41848,104.34607,-96.49125,168.76974,99.73064,-89.25885,169.08849,99.5319,-89.25639,169.40094,99.35932,-89.27796,166.00163,99.21935,-100.55104,164.355,98.68857,-100.57778,162.67626,98.26518,-100.6185,164.20355,99.13341,-48.40171,154.54261,98.97256,-99.79651,167.21147,107.47086,-79.64393,164.47615,107.48725,-94.72331,161.74564,113.62846,-6.55416,143.50623,116.91002,-127.17705,180.44987,89.43003,19.14699,151.04134,83.75387,-211.97941,185.35019,55.70458,7.87386,157.17221,47.28192,-251.49246,187.26781,46.90792,6.24726,155.70917,38.58846,-267.84119,185.99002,46.01902,1.50279,156.61969,37.43233,-260.36893,184.43266,48.78574,4.35957,158.10118,40.42992,-249.93101,151.35509,180.94397,45.87764,137.321,188.07408,-45.88948,177.52751,218.45786,64.17338,176.19334,225.84833,-51.8995,158.32465,246.64357,115.30234,154.26636,262.87769,15.71538,146.20294,251.62278,119.3626,146.60322,268.5357,22.31681,169.18559,264.90762,118.56466,172.15129,276.03448,13.66442
girl1_chair076_flipped.jpg,chair,133.97175,102.66312,-85.8115,137.05409,98.01517,-89.50893,138.44429,97.89399,-89.5244,139.9606,97.88653,-89.58313,134.86644,97.83365,-77.85286,134.67768,97.55154,-77.87569,134.53685,97.3051,-77.91133,145.36502,100.30349,-95.62674,137.74938,99.74813,-42.33381,138.07731,106.50297,-87.12593,134.94396,105.92929,-71.69068,157.30237,119.4028,-120.85545,138.09141,117.61868,-10.65826,151.01489,85.43056,-189.26277,122.62508,90.27765,10.31211,148.28816,48.18172,-216.57339,116.04932,57.34459,-24.32226,148.82806,40.80049,-233.31656,112.28095,48.86619,-31.30003,147.04164,39.97687,-226.55632,114.43433,46.97489,-37.70695,145.76808,42.42369,-215.20112,116.82791,50.01086,-29.95698,161.89624,186.82748,-38.69164,146.23991,183.11673,38.70133,128.64474,225.08778,-89.60814,119.74546,220.77379,23.32369,148.73738,261.04147,-49.86091,139.07341,250.12266,75.478,155.82558,266.88513,-46.98243,144.14836,251.99096,79.74505,131.92975,275.43624,-71.27897,129.47906,265.01307,73.77823
girl1_chair080.jpg,chair,173.7937,108.47925,-105.86969,173.99452,104.13067,-98.50362,174.3129,103.92677,-98.50022,174.62944,103.76024,-98.52484,171.39489,103.94905,-109.37389,169.90031,103.61157,-109.40844,168.30432,103.33356,-109.44638,169.69991,104.02741,-57.22275,160.84058,103.95332,-106.67149,172.87663,111.9223,-88.92634,169.86317,111.92391,-103.47434,168.59123,119.64744,-13.98886,148.95692,121.61676,-133.97637,188.67415,93.22206,5.53676,156.99272,87.56724,-218.04693,198.13896,58.83223,-14.02082,165.0426,51.07993,-257.27533,200.69114,50.38304,-16.60876,164.22334,43.20192,-274.18342,199.92195,49.319,-22.17998,165.18778,42.43303,-266.04263,198.35381,51.6573,-18.14362,166.31743,44.98453,-255.64308,153.92257,185.72903,45.47323,139.15274,192.01598,-45.49697,181.31617,220.53446,66.13824,180.46871,227.42432,-50.80854,159.46344,252.26657,119.69584,157.94291,265.59754,15.90036,152.119,258.24652,123.8879,150.32474,271.40209,22.22205,172.65948,269.22187,122.72412,176.68013,280.5191,12.93354
girl1_chair080_flipped.jpg,chair,125.52116,106.32557,-91.51922,128.65517,102.48934,-95.79602,129.9825,102.44679,-95.81529,131.47269,102.4976,-95.88186,126.65731,102.28058,-84.22258,126.5493,102.03747,-84.23283,126.53855,101.81496,-84.26718,137.64203,105.07974,-105.09768,130.80754,104.34434,-51.98337,129.14629,110.35637,-93.76139,126.49609,109.77352,-78.34994,151.78615,123.78438,-130.90384,132.65941,121.76372,-19.7872,143.77474,89.4973,-197.98027,117.11058,93.86043,1.03109,137.43361,48.92492,-219.93608,102.70759,58.84717,-33.32966,137.31503,42.96278,-236.60527,98.93982,52.19474,-38.55899,135.79894,42.32849,-228.52237,101.50854,50.48281,-46.67116,134.20323,43.92178,-218.09853,103.72217,52.69684,-39.1107,161.71569,192.89399,-38.33246,145.60758,187.47833,38.36782,126.04594,227.97852,-70.51055,116.80015,222.10354,28.9077,144.69163,264.64582,-5.91534,137.89764,249.56802,78.47138,150.25109,270.26968,0.00803,142.55336,254.62655,82.77868,127.56973,276.99189,-10.56395,127.66559,267.28022,80.5495
girl1_chair081.jpg,chair,175.52816,108.59089,-99.62809,176.20177,104.10265,-91.83725,176.6108,103.96035,-91.83764,177.03896,103.8851,-91.8661,173.24635,103.74009,-102.29868,171.57792,103.36743,-102.32775,169.83363,103.06575,-102.34974,172.54856,104.50793,-50.16135,162.61632,103.67105,-97.87675,174.33595,112.4875,-82.71843,170.8972,112.78308,-96.78091,169.83084,121.1228,-10.14368,150.64868,122.85164,-124.13028,190.46364,95.08429,7.02626,158.67557,87.79585,-204.6671,201.88111,61.86557,-12.28871,166.78439,54.02972,-236.88675,203.95246,53.2575,-14.37839,166.25614,45.2461,-252.15914,203.26431,51.67328,-19.19927,168.05558,44.02058,-244.08637,201.78285,54.57776,-16.01859,169.14173,47.12719,-235.03813,155.14525,185.95296,43.12338,139.35498,191.61792,-43.13154,184.90437,222.87952,45.62355,179.92748,228.73864,-56.61975,162.28216,254.60753,82.28727,158.69631,265.20792,10.35828,155.78851,261.07516,84.87695,151.12689,272.33384,16.90639,176.43301,271.93033,82.09037,177.02801,280.49474,13.0114
girl1_chair081_flipped.jpg,chair,124.93908,108.33369,-96.95467,127.37194,104.58108,-101.42841,128.70576,104.5048,-101.43822,130.19494,104.47822,-101.50012,125.34001,104.32292,-89.29238,125.21292,104.0496,-89.31305,125.15683,103.80213,-89.34022,136.40574,106.18845,-108.5061,129.40076,105.91192,-52.69999,128.76948,112.06296,-98.17425,126.0752,111.43581,-81.96778,151.27718,123.18927,-130.52487,130.62154,122.43145,-18.62729,144.08748,90.03341,-200.90218,113.77453,94.91481,3.41016,135.59457,51.86354,-230.86465,100.04559,60.0686,-36.05879,135.15207,45.02203,-248.98324,96.4483,52.87731,-43.26951,133.13258,44.80515,-241.75723,99.02546,51.0155,-51.42771,132.03338,47.25235,-229.24864,101.58246,53.15037,-42.10477,159.76843,193.4228,-40.64999,143.04514,188.65045,40.68698,123.40197,226.92397,-94.36933,116.1921,222.04878,54.99374,144.21939,264.72875,-60.51855,136.64474,237.54594,133.2229,151.24757,271.16547,-58.32867,142.0049,237.92861,140.69239,126.69,279.28521,-83.80107,126.7347,256.03711,145.34018
